Source,Target,Weight
computer science,futures contract,8
generative grammar,programming language,5
algorithm,geology,3
biology,geology,4
computer science,incident response,7
computer science,response time,3
computer security,incident response,7
computer security,response time,3
incident response,response time,3
intrusion prevention system,operating system,3
computer network,neuroscience,3
neuroscience,quantum mechanics,5
psychology,wireless,6
computer security,false positive paradox,4
confidentiality,deep learning,3
data mining,false positive paradox,3
false positive paradox,intrusion detection system,3
false positive paradox,machine learning,3
blockchain,cyber-physical system,4
blockchain,electric power system,3
blockchain,renewable energy,9
cryptocurrency,electrical engineering,3
cryptocurrency,renewable energy,3
cryptocurrency,smart grid,3
electrical engineering,smart contract,9
operating system,renewable energy,6
renewable energy,smart contract,5
smart contract,smart grid,8
adversary,engineering,5
computer science,payload (computing),4
computer security,payload (computing),3
network packet,payload (computing),4
artificial intelligence,digital divide,3
digital divide,engineering ethics,3
digital divide,sociology,3
empowerment,psychology,3
normative,relevance (law),3
archaeology,computer network,6
archaeology,relevance (law),3
archaeology,thermodynamics,5
business,plan (archaeology),3
component (thermodynamics),programming language,3
computer network,scope (computer science),3
history,risk analysis (engineering),7
business,environmental engineering,5
computer science,environmental monitoring,3
computer security,environmental engineering,4
enforcement,engineering,5
environmental engineering,environmental monitoring,3
environmental engineering,environmental planning,3
environmental monitoring,environmental science,3
environmental science,internet of things,5
algorithm,social media,3
cyberspace,machine learning,3
data mining,unsupervised learning,3
machine learning,social media,6
reinforcement learning,the internet,3
computer science,internet security,4
computer security,internet security,4
information security,internet security,4
internet security,security service,4
internet security,the internet,4
internet security,world wide web,4
security service,world wide web,7
checklist,computer science,7
checklist,computer security,4
checklist,medline,3
cognitive psychology,medline,4
computer science,intervention (counseling),7
computer science,psycinfo,3
computer security,intervention (counseling),5
intervention (counseling),law,5
intervention (counseling),political science,5
intervention (counseling),psychiatry,6
intervention (counseling),psychology,6
law,psycinfo,6
medline,psycinfo,6
political science,psycinfo,6
psychological intervention,psycinfo,4
psychology,psycinfo,6
biology,commercialization,3
botany,marketing,4
botany,order (exchange),3
machine learning,work (physics),6
artificial intelligence,openness to experience,3
class (philosophy),data science,4
class (philosophy),engineering,4
class (philosophy),programming language,3
class (philosophy),psychology,3
computer science,software construction,7
data science,openness to experience,8
data science,software construction,4
engineering,software construction,4
engineering,software development,3
engineering management,epistemology,4
engineering management,quality (philosophy),3
knowledge management,software construction,4
knowledge management,software development,3
philosophy,software construction,3
programming language,software construction,7
quality (philosophy),software engineering,3
social psychology,software,3
software,software construction,7
software construction,software development,3
software development,software engineering,3
artificial intelligence,inclusion (mineral),9
inclusion (mineral),medline,8
inclusion (mineral),operating system,4
inclusion (mineral),scopus,3
inclusion (mineral),systematic review,6
law,personalization,5
medical education,scopus,4
operating system,scopus,6
personalization,political science,5
scopus,social psychology,4
scopus,systematic review,11
social psychology,systematic review,9
biology,denial-of-service attack,5
business,human rights,4
business,statutory law,3
data protection act 1998,economic justice,3
data protection act 1998,human rights,5
data protection act 1998,law enforcement,3
data protection act 1998,statutory law,3
economic justice,human rights,3
economic justice,transparency (behavior),5
human rights,law and economics,6
human rights,sociology,5
law,statutory law,3
law and economics,law enforcement,5
law and economics,statutory law,3
political science,statutory law,3
business analysis,business intelligence,7
business analysis,process management,3
business analytics,business intelligence,8
business analytics,process management,3
computer science,path (computing),4
path (computing),programming language,4
path (computing),psychology,3
aerospace engineering,finance,5
cloud computing,corporate governance,5
cloud computing,implementation,4
corporate governance,software engineering,5
data science,intersection (aeronautics),4
finance,implementation,5
implementation,intersection (aeronautics),3
implementation,process management,5
implementation,psychology,6
implementation,risk analysis (engineering),3
implementation,transformative learning,3
intersection (aeronautics),psychology,3
pedagogy,process management,5
process management,transformative learning,7
business,mobile phone,3
computer science,mobile computing,7
computer science,mobile radio,5
